id,sales
3000888,5.169324373857354
3000889,1.886389169648789
3000890,5.56927970310924
3000891,2370.7738972615552
3000892,1.886389169648789
3000893,472.5598728829307
3000894,16.597938544507073
3000895,889.4154845498487
3000896,804.9187793100688
3000897,157.6131019018514
3000898,146.67771889489836
3000899,129.3253916621585
3000900,3395.8660210482144
3000901,23.99392882504106
3000902,1.7656899283113825
3000903,19.82477613493628
3000904,22.97257502629283
3000905,1.886389169648789
3000906,217.97851336984226
3000907,15.347450077747038
3000908,28.67131045650241
3000909,11.518246499531879
3000910,76.85859590313574
3000911,4.482870292517045
3000912,285.06690788966523
3000913,145.7599651894546
3000914,3.305987114752461
3000915,12.527833696197769
3000916,297.117973391258
3000917,63.00269343524404
3000918,3895.9406788413303
3000919,32.76130570473947
3000920,21.674734767471698
3000921,2.649390648437124
3000922,1.794610023427167
3000923,3.3462121479159617
3000924,994.9941912698125
3000925,1.794610023427167
3000926,108.0332218950295
3000927,3.2095172192643115
3000928,613.4752574140205
3000929,432.1961501493993
3000930,179.03878894701828
3000931,29.43917656145649
3000932,25.761538317301294
3000933,2220.37902434547
3000934,2.955709510460787
3000935,1.6779416817452155
3000936,11.766103097670317
3000937,7.799766322645244
3000938,1.794610023427167
3000939,151.41682480091487
3000940,2.7278412495815774
3000941,23.604746809662252
3000942,6.875643897536544
3000943,23.12122741073802
3000944,2.1395491704296767
3000945,161.3184609096274
3000946,151.41682480091487
3000947,1.790452168889967
3000948,3.516350067288232
3000949,139.1337386664967
3000950,24.116479556426473
3000951,272.4257610759638
3000952,31.261988001661564
3000953,3.7413641727489155
3000954,8.435368897652989
3000955,1.8765924127663016
3000956,6.952783372056067
3000957,3484.6946675864833
3000958,1.8765924127663016
3000959,627.04681264133
3000960,14.128957059746517
3000961,1676.873780405924
3000962,671.9732732087166
3000963,397.55321790865975
3000964,154.52636094672567
3000965,83.22563748318201
3000966,6038.343865667094
3000967,11.184058316536456
3000968,1.7563237566706422
3000969,25.10626385304992
3000970,25.355219683768336
3000971,1.9840024393077669
3000972,456.86038920907015
3000973,11.131645869090274
3000974,36.30810378857704
3000975,10.688694617735129
3000976,50.37569474646183
3000977,3.9812315577982487
3000978,525.975139727974
3000979,327.172150934458
3000980,2.829814083889542
3000981,13.091140157850287
3000982,370.5778552736597
3000983,92.58989835284125
3000984,1238.1592973935965
3000985,51.68496569533847
3000986,7.553957645559176
3000987,3.6167074351192854
3000988,1.7829846722350862
3000989,3.4177296683655234
3000990,1466.0778203420098
3000991,1.7829846722350862
3000992,183.37858321432756
3000993,4.82694475362521
3000994,678.4419691063425
3000995,687.4992565446337
3000996,230.04160999083774
3000997,31.263744020487223
3000998,31.960640771059133
3000999,2735.559699476339
3001000,5.800472732990931
3001001,1.6668264329181377
3001002,17.857085311097673
3001003,17.333378685174196
3001004,1.7829846722350862
3001005,161.68977460712898
3001006,5.416935497365099
3001007,25.098281982741756
3001008,6.840089336875695
3001009,21.02012446270518
3001010,2.310116310831463
3001011,157.61029837010167
3001012,154.6444657561682
3001013,1.9410953120706225
3001014,5.427269730324046
3001015,128.14474346433738
3001016,39.80996962749118
3001017,454.08232946317423
3001018,24.813372551743957
3001019,3.973442188627141
3001020,3.3544717197949225
3001021,1.794610023427167
3001022,3.186721488131006
3001023,1240.9039307735595
3001024,1.794610023427167
3001025,109.33409891087256
3001026,6.3146168365225135
3001027,517.2668379193641
3001028,312.2311889003256
3001029,146.85048979954126
3001030,101.57171492374447
3001031,25.906965800743112
3001032,2220.37902434547
3001033,8.477528132040757
3001034,1.6779416817452155
3001035,13.823115776401616
3001036,10.365647101104074
3001037,1.794610023427167
3001038,116.04845061229302
3001039,2.4306848681642372
3001040,23.604746809662252
3001041,4.710017692376328
3001042,41.05961083554787
3001043,2.244941914848471
3001044,140.122964037887
3001045,148.32647271792672
3001046,1.790452168889967
3001047,3.049693766783629
3001048,57.39263805146576
3001049,17.373548159946846
3001050,199.8008604359439
3001051,27.60306488722826
3001052,3.9024137311768703
3001053,3.129427346088539
3001054,1.8165940860938727
3001055,3.701055955845706
3001056,1296.38410411314
3001057,1.8165940860938727
3001058,150.7177888531494
3001059,5.249214918674771
3001060,816.7365854978374
3001061,524.8612002218124
3001062,191.5724017659289
3001063,44.84412276476725
3001064,28.852023693442547
3001065,2482.794622684647
3001066,13.346157280827812
3001067,1.6989608218025816
3001068,18.925223811100103
3001069,15.844059574276532
3001070,1.8165940860938727
3001071,157.4363437796816
3001072,2.6490330520257483
3001073,33.34735334492128
3001074,7.824621407999116
3001075,27.787653639136327
3001076,2.5238039829271575
3001077,158.7452915450469
3001078,264.79612067560447
3001079,2.0964970719419767
3001080,5.089968509455891
3001081,103.72338986986072
3001082,65.41047147649368
3001083,351.77557222842415
3001084,31.481764476569488
3001085,3.6057096569856935
3001086,4.010016954587596
3001087,2.4179103077249122
3001088,4.457125830116699
3001089,1750.8813278598861
3001090,1.8165940860938727
3001091,135.551944992846
3001092,5.3654698578310125
3001093,816.7365854978374
3001094,464.19406438818555
3001095,260.4440031777844
3001096,63.67847278520598
3001097,66.48276755344548
3001098,3062.1575055028015
3001099,7.3454342899764935
3001100,1.6989608218025816
3001101,19.11694513654186
3001102,16.756631292249317
3001103,1.8165940860938727
3001104,202.47112642903244
3001105,9.233902468059629
3001106,33.34735334492128
3001107,9.861723503014401
3001108,21.759642641361545
3001109,2.7215462314653767
3001110,151.2713284740673
3001111,171.20150328548118
3001112,2.0964970719419767
3001113,5.891304981659514
3001114,117.23238728344585
3001115,49.48335311417284
3001116,762.9628896451278
3001117,31.665707603120104
3001118,5.8745376257043755
3001119,3.6925014982766475
3001120,1.8124634470703862
3001121,3.1566145560582024
3001122,1000.2547900109146
3001123,1.8124634470703862
3001124,142.56988379632213
3001125,4.60315669106046
3001126,1093.0190482887688
3001127,237.27773900069008
3001128,158.06702720467482
3001129,120.83203640335145
3001130,27.725446555426398
3001131,1725.7175336402681
3001132,6.075554032669809
3001133,2.034424111331683
3001134,16.61789489151076
3001135,15.047170221563135
3001136,1.8124634470703862
3001137,136.44050020562574
3001138,2.1404264424720556
3001139,23.410707016954014
3001140,7.159528491317234
3001141,30.379341560230877
3001142,2.100157513247924
3001143,60.891354128843346
3001144,118.70824851359268
3001145,1.7708057510901112
3001146,2.6250504088412887
3001147,75.69952752519782
3001148,28.206919728789124
3001149,540.6405872362192
3001150,45.83207840615313
3001151,2.6327892838110074
3001152,7.771520872841087
3001153,2.2368882735130056
3001154,4.7862110597609755
3001155,2753.8504942373397
3001156,1.8579643181564283
3001157,314.44427755860784
3001158,7.106175689864683
3001159,987.084685895263
3001160,1118.7908842338493
3001161,448.2992711540487
3001162,150.44851144564151
3001163,95.42648885073403
3001164,4337.052846029245
3001165,8.857921722355325
3001166,1.7385141937572732
3001167,21.05438215506877
3001168,19.173861700350383
3001169,1.8579643181564283
3001170,271.337909979975
3001171,2.756584943706693
3001172,34.36317289240339
3001173,8.776750835999067
3001174,35.89065674910873
3001175,2.846100081360586
3001176,256.5717934769484
3001177,240.30525662625354
3001178,2.862350521171089
3001179,7.326730820392388
3001180,249.06690200176538
3001181,56.5916864073043
3001182,1196.6876045698996
3001183,32.40462275925271
3001184,10.028421198551523
3001185,2.678272338860759
3001186,1.8165940860938727
3001187,3.836546010854983
3001188,2077.2161122932885
3001189,1.8165940860938727
3001190,526.7341354328903
3001191,4.619904343023938
3001192,485.9429838906404
3001193,721.1381744495395
3001194,154.15730233201373
3001195,108.20433341355056
3001196,35.12602095619169
3001197,2254.643120249741
3001198,5.243959805684194
3001199,1.6989608218025816
3001200,17.676855576493
3001201,13.690206844227706
3001202,1.8165940860938727
3001203,152.0536713036982
3001204,5.665504089548239
3001205,55.719144454810575
3001206,9.665663842361386
3001207,47.427099629561575
3001208,3.239628889513397
3001209,67.37408444451407
3001210,122.77800240645925
3001211,2.2125733503838965
3001212,3.345730872165543
3001213,131.95984004112114
3001214,66.53782306186588
3001215,1300.170822679598
3001216,39.85284076825079
3001217,9.042792234610975
3001218,2.979169388999386
3001219,1.7829846722350862
3001220,3.5446343313093083
3001221,1887.7232867478929
3001222,1.7829846722350862
3001223,161.07238804683163
3001224,6.960917631393289
3001225,695.8690745843736
3001226,348.2421342210041
3001227,267.4352433145177
3001228,34.31141899095247
3001229,34.76879022492175
3001230,2969.4569713377455
3001231,16.119436416119076
3001232,1.6668264329181377
3001233,14.60012423701375
3001234,15.074061778034466
3001235,1.7829846722350862
3001236,145.53564810849014
3001237,3.2776747169753353
3001238,25.098281982741756
3001239,8.091615013238203
3001240,22.40882056804646
3001241,3.18885670454702
3001242,117.12293963141772
3001243,123.50988742491646
3001244,1.9410953120706225
3001245,3.47276356820678
3001246,65.95132855885316
3001247,33.45549236105937
3001248,401.95156028285373
3001249,28.096617314665224
3001250,3.8599467260630655
3001251,3.711518186482775
3001252,1.886389169648789
3001253,5.169312657178264
3001254,2945.367377047676
3001255,1.886389169648789
3001256,632.0402624339755
3001257,13.033725359750612
3001258,1087.2670893672062
3001259,830.6327655926398
3001260,227.60404066560577
3001261,157.84028499562103
3001262,114.15652035156371
3001263,4011.2960855281626
3001264,38.37500215490802
3001265,1.795215466879359
3001266,17.879902881622364
3001267,18.05417765618082
3001268,1.886389169648789
3001269,288.9504570745287
3001270,16.860760747245063
3001271,42.684996055112535
3001272,17.901584082260186
3001273,59.03810355480876
3001274,6.029081936542299
3001275,415.3270853061861
3001276,273.0393207418224
3001277,6.580100390526069
3001278,7.204696654370258
3001279,414.2754711518292
3001280,107.06800437666361
3001281,3464.766324908831
3001282,32.76130570473947
3001283,25.930937836056437
3001284,5.387396823217289
3001285,1.8563386251111513
3001286,5.372662553279205
3001287,2528.2208924939814
3001288,1.8563386251111513
3001289,419.6723751029648
3001290,4.562546604622546
3001291,1365.1506050570958
3001292,783.0327905400719
3001293,466.10741407040507
3001294,81.17526151934345
3001295,55.63365229424685
3001296,4144.451288072531
3001297,11.084808561266959
3001298,1.736959921911767
3001299,19.074210159819867
3001300,13.959784477353875
3001301,1.8563386251111513
3001302,256.6852431538012
3001303,4.415312628139989
3001304,36.16851272779527
3001305,7.838531340016228
3001306,31.025550056853888
3001307,3.351836872572747
3001308,194.32271762061228
3001309,256.6852431538012
3001310,2.6398078435037835
3001311,4.31067344160188
3001312,191.71947973370777
3001313,52.91542028667424
3001314,786.4882668524631
3001315,76.83444900075638
3001316,13.947476770807443
3001317,6.897743446160581
3001318,1.844811446517924
3001319,5.031448671100651
3001320,1866.5638595133935
3001321,1.844811446517924
3001322,368.0738939386902
3001323,6.895124919157781
3001324,1765.6079149179973
3001325,629.056166884589
3001326,291.1173376065261
3001327,200.33926081071314
3001328,53.119709869764286
3001329,3077.6804168346043
3001330,14.597880450857595
3001331,1.7259391045735146
3001332,39.29207573405658
3001333,16.612669942106066
3001334,1.844811446517924
3001335,206.79762414326274
3001336,2.7039942892328344
3001337,25.787413268791045
3001338,10.701609087799664
3001339,65.8952134097684
3001340,2.388460080828673
3001341,101.09089857802351
3001342,205.40719295700944
3001343,2.1229448152447064
3001344,4.3456989459590245
3001345,137.18789756657733
3001346,104.14750497866721
3001347,1159.7517889883081
3001348,26.85496561892236
3001349,3.7058626488988784
3001350,3.3283431505519836
3001351,1.8124634470703862
3001352,4.537566571077787
3001353,1228.8910255427963
3001354,1.8124634470703862
3001355,146.39478605271995
3001356,5.467914342259575
3001357,567.2579197185142
3001358,374.7459259796606
3001359,159.77229447996547
3001360,38.981026807329535
3001361,33.782469328098536
3001362,2092.550565999368
3001363,10.092824415039875
3001364,1.707892402581395
3001365,17.355818614660503
3001366,16.19622329627884
3001367,1.8124634470703862
3001368,134.0311679182195
3001369,2.959727726824775
3001370,23.410707016954014
3001371,5.609655992059017
3001372,31.35797864211935
3001373,2.439664988275909
3001374,102.04516642603134
3001375,119.26265132218258
3001376,1.7708057510901112
3001377,3.7818954674852003
3001378,76.56621419968889
3001379,37.31737631487135
3001380,446.97410026310814
3001381,32.99361477658392
3001382,3.956268709347264
3001383,2.536020989397867
3001384,1.8046820224311455
3001385,3.4543358312323633
3001386,1667.8307061900484
3001387,1.8046820224311455
3001388,272.0344766333789
3001389,16.2402434344134
3001390,680.2335139811829
3001391,500.8475483767103
3001392,141.46082727194633
3001393,63.860692737257196
3001394,57.74604372889929
3001395,2119.291041650685
3001396,25.157509594434362
3001397,1.6875716493823782
3001398,12.905376749345953
3001399,15.550855214737798
3001400,1.8046820224311455
3001401,149.21805939818685
3001402,10.061016742501549
3001403,15.836282645072878
3001404,12.62877180120625
3001405,46.36716960914219
3001406,5.943154493073147
3001407,640.0806532534898
3001408,149.21805939818685
3001409,3.4222459355389887
